grade,subject,year,FIPS,white,black,hispanic,asian,amind,multirace_unclass,free_lunch,red_lunch,miss_lunch,no_freelunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,lep,sped,testage,nonEnglish_neverathome,nonEnglish_sometimesathome,nonEnglish_alwaysathome,nonEnglish_miss,unadj_score,adj_race_03,adj_lunch_03,adj_LEP_03,adj_SPED_03,adj_age_03,adj_Enlang_03,adj_racelunch_03,adj_raceLEP_03,adj_raceSPED_03,adj_raceage_03,adj_raceEnlang_03,adj_lunchLEP_03,adj_lunchSPED_03,adj_lunchage_03,adj_lunchEnlang_03,adj_LEPSPED_03,adj_LEPage_03,adj_LEPEnlang_03,adj_SPEDage_03,adj_SPEDEnlang_03,adj_ageEnlang_03,adj_racelunchLEP_03,adj_racelunchSPED_03,adj_racelunchage_03,adj_racelunchEnlang_03,adj_raceLEPSPED_03,adj_raceLEPage_03,adj_raceLEPEnlang_03,adj_raceSPEDage_03,adj_raceSPEDEnlang_03,adj_raceageEnlang_03,adj_lunchLEPSPED_03,adj_lunchLEPage_03,adj_lunchLEPEnlang_03,adj_lunchSPEDage_03,adj_lunchSPEDEnlang_03,adj_lunchageEnlang_03,adj_LEPSPEDage_03,adj_LEPSPEDEnlang_03,adj_LEPageEnlang_03,adj_SPEDageEnlang_03,adj_racelunchLEPSPED_03,adj_racelunchLEPage_03,adj_racelunchLEPEnlang_03,adj_racelunchSPEDage_03,adj_racelunchSPEDEnlang_03,adj_racelunchageEnlang_03,adj_raceLEPSPEDage_03,adj_raceLEPSPEDEnlang_03,adj_raceLEPageEnlang_03,adj_raceSPEDageEnlang_03,adj_lunchLEPSPEDage_03,adj_lunchLEPSPEDEnlang_03,adj_lunchLEPageEnlang_03,adj_lunchSPEDageEnlang_03,adj_LEPSPEDageEnlang_03,adj_racelunchLEPSPEDage_03,adj_racelunchLEPSPEDEnlang_03,adj_racelunchLEPageEnlang_03,adj_racelunchSPEDageEnlang_03,adj_raceLEPSPEDageEnlang_03,adj_lunchLEPSPEDageEnlang_03,adj_racelunchLEPSPEDageEnlang_03,adj_Clunch_03,adj_raceClunch_03,adj_ClunchLEP_03,adj_ClunchSPED_03,adj_Clunchage_03,adj_ClunchEnlang_03,adj_raceClunchLEP_03,adj_raceClunchSPED_03,adj_raceClunchage_03,adj_raceClunchEnlang_03,adj_ClunchLEPSPED_03,adj_ClunchLEPage_03,adj_ClunchLEPEnlang_03,adj_ClunchSPEDage_03,adj_ClunchSPEDEnlang_03,adj_ClunchageEnlang_03,adj_raceClunchLEPSPED_03,adj_raceClunchLEPage_03,adj_raceClunchLEPEnlang_03,adj_raceClunchSPEDage_03,adj_raceClunchSPEDEnlang_03,adj_raceClunchageEnlang_03,adj_ClunchLEPSPEDage_03,adj_ClunchLEPSPEDEnlang_03,adj_ClunchLEPageEnlang_03,adj_ClunchSPEDageEnlang_03,adj_raceClunchLEPSPEDage_03,adj_raceClunchLEPSPEDEnlang_03,adj_raceClunchLEPageEnlang_03,adj_raceClunchSPEDageEnlang_03,adj_ClunchLEPSPEDageEnlang_03,adj_raceCluncLEPSPEDageEnlang_03,adj_race,adj_lunch,adj_LEP,adj_SPED,adj_age,adj_Enlang,adj_racelunch,adj_raceLEP,adj_raceSPED,adj_raceage,adj_raceEnlang,adj_lunchLEP,adj_lunchSPED,adj_lunchage,adj_lunchEnlang,adj_LEPSPED,adj_LEPage,adj_LEPEnlang,adj_SPEDage,adj_SPEDEnlang,adj_ageEnlang,adj_racelunchLEP,adj_racelunchSPED,adj_racelunchage,adj_racelunchEnlang,adj_raceLEPSPED,adj_raceLEPage,adj_raceLEPEnlang,adj_raceSPEDage,adj_raceSPEDEnlang,adj_raceageEnlang,adj_lunchLEPSPED,adj_lunchLEPage,adj_lunchLEPEnlang,adj_lunchSPEDage,adj_lunchSPEDEnlang,adj_lunchageEnlang,adj_LEPSPEDage,adj_LEPSPEDEnlang,adj_LEPageEnlang,adj_SPEDageEnlang,adj_racelunchLEPSPED,adj_racelunchLEPage,adj_racelunchLEPEnlang,adj_racelunchSPEDage,adj_racelunchSPEDEnlang,adj_racelunchageEnlang,adj_raceLEPSPEDage,adj_raceLEPSPEDEnlang,adj_raceLEPageEnlang,adj_raceSPEDageEnlang,adj_lunchLEPSPEDage,adj_lunchLEPSPEDEnlang,adj_lunchLEPageEnlang,adj_lunchSPEDageEnlang,adj_LEPSPEDageEnlang,adj_racelunchLEPSPEDage,adj_racelunchLEPSPEDEnlang,adj_racelunchLEPageEnlang,adj_racelunchSPEDageEnlang,adj_raceLEPSPEDageEnlang,adj_lunchLEPSPEDageEnlang,adj_racelunchLEPSPEDageEnlang,adj_Clunch,adj_raceClunch,adj_ClunchLEP,adj_ClunchSPED,adj_Clunchage,adj_ClunchEnlang,adj_raceClunchLEP,adj_raceClunchSPED,adj_raceClunchage,adj_raceClunchEnlang,adj_ClunchLEPSPED,adj_ClunchLEPage,adj_ClunchLEPEnlang,adj_ClunchSPEDage,adj_ClunchSPEDEnlang,adj_ClunchageEnlang,adj_raceClunchLEPSPED,adj_raceClunchLEPage,adj_raceClunchLEPEnlang,adj_raceClunchSPEDage,adj_raceClunchSPEDEnlang,adj_raceClunchageEnlang,adj_ClunchLEPSPEDage,adj_ClunchLEPSPEDEnlang,adj_ClunchLEPageEnlang,adj_ClunchSPEDageEnlang,adj_raceClunchLEPSPEDage,adj_raceClunchLEPSPEDEnlang,adj_raceClunchLEPageEnlang,adj_raceClunchSPEDageEnlang,adj_ClunchLEPSPEDageEnlang,adj_raceCluncLEPSPEDageEnlang
8th grade,reading,2013,HAWAII,0.0%,2.0%,13.2%,77.5%,0.0%,9.7%,61.9%,15.2%,0.0%,35.8%,16.3%,35.8%,0.0%,31.4%,0.0%,13.799442,62.6%,35.6%,3.6%,0.0%,255.04185,257.84482,263.00732,259.18283,266.96982,255.60303,261.64502,249.27608,256.28738,266.27548,258.09158,260.91199,260.10727,252.37483,253.46022,253.65311,273.35095,253.49818,272.96942,262.87335,257.05222,258.67282,256.54031,248.82385,248.37355,266.29221,245.88797,254.97484,243.93535,245.03641,260.77994,243.97104,260.92438,270.26776,274.07111,257.26276,261.09869,269.85867,267.43304,268.17282,249.51401,259.36365,248.57875,255.63466,248.07233,252.11815,264.0191,260.2402,262.83182,266.57419,248.28418,246.24921,272.66733,265.08893,252.6127,259.90887,253.36113,256.77237,267.4541,260.96317,255.78705,251.43877,269.24063,257.39871,266.64273,263.23233,270.48544,272.87869,263.22433,275.95703,248.39825,251.11314,267.45883,268.02789,267.97894,272.47321,259.7652,265.52423,276.10928,254.85855,254.79744,260.272,246.9805,269.33276,256.2681,245.62773,254.73643,274.50305,264.13489,274.78799,253.77283,263.24637,264.34424,268.33401,260.34714,264.13065,261.26361,250.94048,258.3237,260.48328,248.75334,252.37694,242.85376,259.52707,252.00893,255.45851,265.31427,254.54634,268.03348,266.20667,271.92441,267.70364,248.29352,269.32581,260.49011,264.62585,258.65234,255.21341,246.26512,251.1956,258.28006,261.22476,256.84665,247.95139,261.73953,266.36148,262.19714,272.79254,259.63095,269.35297,254.41867,271.5047,250.94193,251.32852,251.06772,270.77652,263.02621,265.18753,245.04015,253.88043,253.30885,247.48543,253.70729,259.30853,252.24397,262.08691,256.99701,258.51862,268.88116,265.18091,264.65381,257.57492,261.77582,260.7774,261.05786,255.16586,248.76466,264.29739,253.29294,259.77881,258.84497,262.07251,258.59399,267.13803,259.06747,248.39815,249.72778,263.12405,265.90109,272.45859,256.38376,262.47571,249.94368,257.14185,255.63609,254.45612,242.78242,242.87682,262.8786,255.83327,246.83218,261.8219,258.37915,251.49821,261.69406,255.55527,247.53209,261.17941,254.36447,250.09103,250.54324
8th grade,reading,2015,HAWAII,5.8%,20.3%,30.2%,50.8%,0.0%,0.0%,45.5%,25.9%,0.0%,28.7%,35.9%,15.0%,0.0%,0.0%,5.1%,13.546078,33.3%,60.1%,47.1%,13.2%,254.05043,240.95367,267.72269,264.96918,269.15607,257.64932,248.76663,242.93657,247.47249,263.04703,262.21008,255.83987,258.32901,262.93579,248.00372,267.69427,256.78134,265.94,250.7401,266.0141,248.5123,267.08609,244.96492,259.14185,243.67012,252.3539,262.05579,254.94897,239.01416,252.52592,245.51646,257.20673,248.7075,250.58102,251.98457,258.99112,260.8493,257.6532,258.85492,259.77414,249.66537,267.16541,263.15619,239.81418,253.13956,264.32574,247.90428,258.06448,250.94336,253.42708,257.9075,246.88388,255.90399,258.32593,260.17935,271.38055,263.87375,262.45905,264.51138,256.56506,242.96481,241.95612,262.02191,251.0482,255.25525,262.76736,260.56763,266.80524,248.9558,253.61716,260.14392,263.31656,265.00122,260.53598,269.63321,258.12103,257.92236,268.26663,253.35156,270.52277,247.5094,256.90308,244.0507,243.6156,244.65196,260.69635,269.5372,256.52994,267.03485,256.17444,258.42599,259.36682,252.36368,263.64731,270.15244,247.30251,244.95065,245.51154,245.43709,268.08102,254.013,252.39816,246.76451,258.83282,249.03055,257.53113,261.22287,261.87537,248.72902,245.57941,259.09882,255.98883,255.67834,268.24509,244.67781,246.32793,247.91272,250.20833,247.26326,238.6962,258.34323,242.98421,238.09538,249.45036,244.56706,241.84358,237.40363,248.87717,264.4021,247.14131,253.20912,259.07477,248.25056,253.51471,249.80359,261.03644,263.3826,248.85411,258.5845,244.47548,238.30795,240.20459,249.40196,241.26079,257.30664,241.56711,248.05905,258.96625,247.21581,250.69591,247.66592,260.81415,239.77882,241.66519,237.66791,245.23708,258.18839,253.55151,236.9335,255.203,256.56238,256.43192,249.83675,259.64374,249.07399,253.86786,248.77789,259.20465,251.66978,244.60138,251.32794,261.92746,250.04109,248.48563,248.56171,255.59834,243.50903,260.67383,258.03824,243.4054,259.7952,243.31245,246.28688,259.13715,253.43259,252.10109,249.69379,247.04085,240.38187,247.47963,242.67151
8th grade,reading,2017,HAWAII,1.5%,30.6%,38.2%,61.7%,8.5%,9.0%,60.1%,18.9%,9.2%,46.6%,48.2%,25.9%,0.0%,7.3%,0.0%,13.708338,28.2%,13.2%,22.4%,0.0%,251.83972,256.88232,255.23119,257.2081,251.82695,270.00446,255.81683,263.24268,266.28033,248.78638,257.39722,245.21574,259.47644,256.59485,256.09528,253.66245,262.17584,248.8246,262.80792,265.90527,260.05017,246.26385,263.63898,258.41479,250.11595,260.73154,258.26007,249.26028,264.75922,246.08838,254.65656,263.60278,252.10583,267.61884,251.43166,269.08368,261.88147,269.26852,271.00723,249.24669,254.83281,251.90511,256.16757,259.60562,256.43701,249.87625,266.22842,248.0641,261.58731,244.56741,258.35812,254.8085,266.12964,257.11713,255.9164,266.00601,265.22394,253.54251,266.4819,262.8107,250.56186,247.62479,250.51945,252.03963,267.26385,265.23575,268.28043,273.12405,249.55573,256.77512,265.89771,260.23953,261.47348,258.48477,262.008,251.63689,266.73846,270.79587,270.43304,270.65625,262.5697,244.18961,266.75089,266.0025,264.36703,257.99088,258.97284,259.69702,254.47067,261.59683,252.41379,264.15295,261.81726,267.55829,271.09729,258.27808,261.53705,262.64084,264.95197,255.91017,266.17319,260.28067,253.47191,244.08762,256.1633,263.22009,253.10081,271.0274,249.08304,259.49448,266.94226,260.58298,254.5343,257.29205,248.4446,252.1349,257.00131,264.13379,264.28952,264.69043,260.64282,265.26553,249.2905,245.77675,260.95963,248.66129,249.95198,269.05243,263.67407,254.49399,245.11786,246.92802,253.04013,250.89243,247.95164,257.09311,269.75183,260.10522,239.444,249.35654,262.29648,263.64273,260.04578,241.49966,243.8622,257.04831,253.84232,261.04929,259.47278,248.70135,252.1445,267.19986,248.94925,249.38164,249.65149,241.99184,254.36571,257.17569,241.43274,264.88101,261.49561,259.62518,265.30402,252.83118,259.45648,255.69807,244.28368,261.53015,244.47974,258.75055,254.60519,261.2977,267.12476,255.52742,261.42786,258.7377,248.34291,255.10318,244.03168,256.67813,252.95059,250.11131,267.20627,246.92786,247.78819,263.0874,254.96269,255.36017,261.16885,262.97748,249.14752
8th grade,reading,2019,HAWAII,,,,,,,,,,,,,,,,,,,,,269.23785,268.8447,278.15735,268.56656,261.16238,251.42267,269.60001,259.16153,261.16299,272.10867,253.1776,246.62976,260.5278,269.57471,265.11328,266.25076,254.60304,271.91983,255.9335,266.14313,269.51306,252.64912,271.34598,253.1665,265.89035,257.08765,253.0211,261.46008,258.1969,259.26913,252.00294,255.32027,269.04196,257.82413,268.11584,259.27795,255.41876,250.99062,259.8226,270.16458,261.25031,257.16214,263.2403,254.17679,270.69882,252.28218,249.90297,249.43039,259.87234,253.56377,245.70114,262.41052,270.81754,261.99182,269.9346,273.47513,266.40286,252.93047,257.29504,266.0961,267.3923,258.37177,263.68341,265.68332,274.78543,250.23401,265.47159,265.98883,260.69031,269.84204,265.67758,262.64044,263.55164,255.81497,273.37442,267.24591,273.65942,262.40079,254.13832,265.98297,266.53818,249.06224,268.34915,271.74942,265.75504,248.28023,266.9631,261.44113,273.33438,272.97736,256.74271,261.1492,263.32272,249.74539,270.58377,253.21777,252.36763,256.91516,273.93991,261.22983,252.73936,266.36105,267.05435,259.0589,249.20631,249.94124,268.75229,253.07138,263.85703,263.09961,274.18127,273.94263,263.93475,276.50766,266.9881,266.45218,267.6535,267.96283,251.04749,254.24081,247.32172,264.25839,250.25291,248.11992,255.96741,257.211,266.12863,254.19293,272.82123,253.28719,266.53778,267.93723,268.45474,271.86563,252.74838,267.29401,252.91574,246.34689,261.65002,257.7858,262.73389,266.17569,246.63519,261.0925,261.25119,252.09184,267.21115,257.4325,253.97302,250.46065,264.936,256.63641,268.04089,263.95349,245.51979,249.17232,261.76758,250.45302,252.19669,273.80875,252.8241,273.82233,274.60236,266.8428,264.21213,249.03246,264.78589,258.19678,249.14229,260.99637,265.97232,258.76913,264.93301,261.18558,263.54532,252.51131,248.77208,250.48682,249.53879,248.22456,249.18387,262.24146,252.25879,271.49188,272.63641,258.84155,259.79443,263.01959,245.32648,266.06516,266.89969
8th grade,reading,2002,IDAHO,79.0%,0.0%,0.0%,0.0%,0.0%,19.3%,2.6%,0.0%,28.1%,66.6%,0.0%,12.8%,12.5%,24.2%,14.5%,14.137608,57.0%,5.2%,22.0%,17.3%,270.03348,260.47009,267.40225,256.55914,273.0032,263.55594,274.3262,273.1449,257.63992,248.48955,251.21281,272.47046,265.09573,266.53308,276.97745,260.09378,275.36841,261.55923,256.29572,262.31015,271.95981,262.03351,267.86621,261.2952,250.01738,253.9762,252.95654,254.15285,271.92081,250.40372,260.8985,267.29034,264.14746,259.97781,268.83185,275.90857,257.34512,272.29388,263.93674,267.87686,261.42786,260.74118,267.48593,270.6041,252.31644,268.84543,269.29816,269.07458,259.50009,271.55237,250.88802,262.77328,258.48804,269.65604,269.40131,267.64005,255.77087,252.06107,267.16177,262.84668,268.96112,268.52948,261.91129,256.31882,254.36934,260.21017,260.54129,253.26575,254.95457,275.57104,270.24548,259.71158,269.03058,251.8768,253.92084,259.21854,267.13425,274.77457,254.85977,258.70615,264.534,256.81989,270.97162,265.56238,256.00525,271.50043,255.47928,276.92856,267.80774,254.69861,271.59479,260.76468,256.88071,269.06723,265.23663,273.70898,258.64456,257.78168,266.83392,260.15115,262.93442,265.70941,256.31503,272.1976,266.30249,269.73621,259.09558,254.88774,268.61011,257.41705,258.51364,262.17465,258.28583,267.83499,264.80783,261.77322,258.25781,255.89554,265.07089,273.13388,258.04422,257.39236,267.81976,253.72675,271.51999,259.76138,264.48145,267.83875,264.19141,254.45384,263.77905,264.46085,259.62616,255.23906,262.63367,267.00705,268.51718,253.11569,267.44922,270.21143,256.13031,260.81931,250.28041,261.33273,263.83218,260.37875,265.10379,276.50818,267.95447,267.78732,269.93866,273.32416,262.41785,250.4984,252.23535,255.54808,260.70551,269.88913,252.77789,260.26709,258.63901,257.39853,270.70844,270.66388,259.59799,265.12323,268.01285,266.22021,272.84586,261.8905,260.55865,267.91122,254.30081,253.82425,271.62076,272.03976,252.93373,261.60077,272.59348,257.51416,255.62666,263.13638,255.60023,260.98495,259.92114,262.73117,260.3107,252.65073,255.07416,274.31735,259.81812
8th grade,reading,2003,IDAHO,69.7%,0.0%,5.7%,0.0%,26.0%,14.7%,0.0%,17.9%,0.0%,80.7%,0.0%,12.0%,25.3%,0.0%,35.0%,13.988745,76.3%,36.7%,32.7%,4.5%,260.33905,269.83963,274.82153,256.08856,274.89661,260.79892,268.51602,256.62415,267.68829,246.45168,263.65561,264.35013,271.83182,263.19333,273.39117,251.353,253.07884,264.16144,254.77797,273.77588,271.83124,272.78494,266.96085,251.78078,270.65579,253.51447,253.8094,261.18518,248.4743,266.36545,247.69872,263.85199,260.47437,263.77011,260.9726,263.3873,251.93585,271.51242,266.47464,268.61932,271.43307,264.90527,253.77621,255.86319,264.76135,259.54886,269.95624,251.34901,268.67123,264.10864,262.83005,248.34485,265.7384,262.26691,261.10965,274.69086,265.62186,258.84927,258.39694,269.3316,251.25618,267.97232,273.28918,265.54843,251.92734,260.87729,258.13699,265.36493,253.80836,264.9592,252.13654,271.29251,256.92926,271.15176,256.77448,270.16971,252.36986,265.61469,251.14568,258.84232,268.56009,272.14529,255.79152,258.30835,251.69595,259.08597,275.76364,261.10699,263.96603,257.26257,267.31985,258.17178,268.62839,252.53329,267.1434,258.93671,260.19067,272.62552,260.44507,263.0759,276.19318,264.1835,270.59207,251.08382,264.72125,265.30392,257.45117,258.29849,260.55261,271.65262,267.34161,260.53073,254.62523,257.77768,255.84431,261.46335,257.19507,269.49628,253.98868,249.18053,255.10345,249.65807,258.42972,249.12561,270.28165,265.8822,256.1123,252.42078,259.47876,258.2963,252.91858,269.97134,267.89301,270.96625,254.51517,275.04706,264.60574,254.18442,252.5508,249.1227,261.90222,247.89398,260.78516,260.18665,253.03091,262.47452,267.98257,275.40854,264.0889,262.08313,254.5759,271.90094,251.43335,254.14639,256.06689,251.50865,250.07072,258.55563,261.33203,271.19925,262.59784,257.1098,256.35513,266.90323,254.62044,254.24025,270.89069,265.25171,263.55472,253.24368,257.88058,254.04317,275.42789,252.53461,270.37009,271.34021,254.87778,252.41496,268.61908,255.76173,253.24533,270.58926,263.31561,268.14063,263.68408,259.1817,269.67276,248.46774,265.17017,263.35013,268.96951
8th grade,reading,2005,IDAHO,103.9%,0.0%,6.3%,0.0%,3.4%,22.5%,52.6%,1.7%,0.0%,45.4%,20.3%,6.1%,11.0%,21.0%,34.5%,13.989769,37.9%,4.4%,33.5%,0.0%,273.38846,265.57324,267.84232,262.19269,268.40854,273.03909,253.966,251.65019,257.18439,261.74551,254.00151,266.48599,267.49933,262.62671,259.55487,275.08304,264.95343,252.3726,275.57159,264.84534,272.35056,265.61609,252.50919,255.64532,252.77879,253.26259,264.64554,265.87085,250.52681,258.36414,253.64905,270.56076,265.57712,254.40245,255.95331,264.86896,268.39722,272.20721,252.62616,264.09644,266.35663,262.72858,249.09937,272.16806,264.05829,265.4931,265.36493,268.02557,262.40573,249.27695,253.68279,269.24734,257.31369,262.89609,253.00697,264.39734,255.20419,260.52808,270.2883,264.26608,263.96991,264.53827,273.13831,261.29514,267.75824,270.72263,270.32849,261.55124,260.45236,260.66272,259.60953,251.21973,269.03647,262.96902,274.84665,260.12769,275.70868,272.4534,259.60748,267.07007,259.03165,256.66388,261.52896,268.06339,257.14236,255.60657,267.61127,257.91132,255.47488,267.539,265.15131,263.28494,269.09473,253.66748,261.44604,262.45657,257.75708,255.77956,260.58813,269.45557,264.38171,270.07822,264.70166,249.62749,248.32204,258.68314,256.45117,256.02585,273.96384,258.85541,252.32472,269.43646,270.01419,255.19019,271.3945,257.26553,262.40704,254.47813,264.54349,253.09474,254.2312,256.86234,264.73077,258.13617,262.25916,261.27887,262.09357,255.49763,264.23343,266.40958,261.20166,268.2822,254.8161,267.44116,268.95041,272.31299,253.97501,266.25519,259.9696,265.88385,267.44177,252.0323,261.87357,248.19817,248.63164,270.44431,264.56189,265.16562,257.259,254.85242,253.75305,271.36002,268.41864,266.59415,267.36923,257.71112,251.67186,256.38953,265.42276,254.62952,255.87169,264.13373,252.21039,267.90393,260.49924,267.61029,262.43842,248.93704,255.75011,265.64886,261.73581,260.29504,267.83112,269.95764,267.15146,259.60477,267.20816,266.49612,249.99854,258.4028,269.20868,252.07169,266.06808,264.7316,251.70981,252.92894,261.34076,248.92456,247.92264,271.72482,255.12903
8th grade,reading,2007,IDAHO,79.3%,0.0%,29.1%,1.9%,0.0%,17.1%,5.4%,0.0%,4.3%,64.5%,16.4%,0.0%,0.0%,0.0%,31.1%,14.035768,52.9%,44.6%,33.5%,0.0%,252.9449,266.53827,265.29773,273.23608,262.1915,265.70078,253.13889,268.38818,256.36639,251.84853,260.10214,253.10518,271.03577,274.20584,257.14612,253.34958,257.83652,274.67392,254.0262,270.4129,274.48203,270.77341,250.177,260.99234,252.95203,261.84836,251.30006,249.57672,251.42538,258.19382,258.53998,269.78955,260.37793,267.06482,259.45169,260.46948,259.29727,271.18802,266.60596,264.17413,269.28592,258.45865,252.77325,252.16394,257.15253,255.8705,266.54004,250.68185,259.32352,264.8981,251.21262,258.2634,272.67242,265.57867,270.72983,271.52005,254.4968,251.37929,257.18546,267.66711,270.55539,250.23021,272.01389,257.39914,260.40054,256.0015,272.379,265.86441,270.46439,267.76102,250.37447,250.24391,262.33145,272.59033,265.42444,253.49893,274.98257,259.49921,261.3042,261.6778,269.63742,259.16019,266.09381,261.35986,267.41699,258.12549,256.58746,262.94025,254.99788,269.48105,249.5018,258.84836,273.06808,255.97206,261.75885,258.61823,248.51468,272.53543,267.70639,273.42322,269.98386,264.75745,251.3555,271.2807,257.06271,255.29494,270.63934,266.00412,274.79315,252.81999,258.94144,271.47998,253.28758,272.50778,270.63455,271.18185,268.49518,264.48895,264.27902,250.1734,255.15518,258.56253,258.4697,271.20056,253.44109,262.06778,252.87024,259.57877,275.08398,265.34824,255.8214,254.04329,260.02792,264.57779,254.45767,270.40262,259.49182,265.67551,248.34259,253.41895,253.3042,267.42972,256.06555,259.67856,265.49063,261.15952,250.35501,252.43404,265.90979,253.24786,263.08795,267.19217,264.32254,257.64862,266.33118,254.02452,267.61212,254.81911,250.2641,251.92947,263.5152,262.60135,254.96133,260.95779,267.29562,254.00479,257.43027,250.38788,254.71135,261.49271,255.86751,270.13074,266.46259,251.68298,265.819,252.21252,260.86127,265.1994,257.48355,260.51105,266.30988,272.01263,251.58723,274.12476,252.5098,270.99539,265.37677,253.92358,266.23163,253.62529,249.73367
8th grade,reading,2009,IDAHO,61.5%,0.0%,41.2%,0.0%,0.0%,0.0%,37.3%,15.5%,0.0%,71.0%,8.5%,15.8%,28.4%,0.0%,0.0%,13.920889,52.9%,57.7%,1.7%,25.7%,263.31281,264.02353,265.77914,270.9595,266.68817,275.15649,256.66824,268.6525,253.65958,252.84032,248.76546,263.96906,261.62061,257.25174,264.59781,257.38654,270.59424,255.74754,257.50067,269.95703,263.38531,270.39914,252.18292,264.27274,267.91898,273.46921,259.05023,260.39301,251.49684,248.09105,249.71751,255.30669,260.77319,271.11655,253.95062,268.22433,274.42511,270.07227,251.99881,273.48282,270.16803,270.72137,270.25546,260.48288,264.10931,254.14037,256.17682,273.57428,249.18323,257.34039,258.80499,257.7695,260.33118,252.58795,266.24063,271.65143,259.97598,258.21396,266.72931,250.92043,258.81244,247.34721,259.40805,248.68294,275.62323,267.4678,264.27664,267.23526,261.91873,254.0565,269.56769,269.98441,269.57999,252.37183,257.69397,266.21521,274.03528,274.43683,273.59814,272.09448,263.16876,250.95163,272.8392,255.82504,267.91083,253.51242,260.65915,275.01923,258.91162,273.01996,260.19931,262.67667,266.97391,268.29871,271.71521,259.99551,248.7859,264.7211,258.65363,267.82932,263.52414,254.07825,255.84091,256.34595,253.3537,267.7081,249.9353,274.05957,257.23016,267.80753,267.03433,271.80951,262.90225,261.39001,256.97009,257.7959,263.4938,251.23091,266.85883,261.51633,266.18961,249.37991,257.39609,267.45367,265.37305,255.01193,261.13522,258.73349,260.59183,274.27197,256.55075,271.52441,273.51086,259.18097,267.67691,260.05008,252.38419,270.21286,248.90404,268.51584,265.98962,254.9236,260.5108,262.14279,265.58716,255.30087,264.7467,273.46552,261.86667,273.63852,267.95413,256.75534,269.17267,259.82169,257.00455,261.18207,258.85263,267.34,252.16959,251.47301,260.573,270.82538,270.78778,273.9769,270.20554,247.95906,269.8132,260.52487,260.20273,264.26117,252.48856,270.25705,259.75705,263.07535,256.48962,266.92993,261.43857,267.11432,269.06741,264.1734,252.77229,272.04639,259.30054,267.5741,259.96191,252.73627,266.12393,270.86569,267.11008,273.69232,259.25565
8th grade,reading,2011,IDAHO,80.4%,0.8%,11.7%,10.3%,0.0%,18.6%,16.9%,0.0%,28.5%,63.6%,10.6%,0.9%,30.6%,0.0%,0.0%,14.288815,55.1%,28.4%,13.0%,12.0%,278.81525,274.70221,280.21298,264.1846,257.77414,261.16428,276.12549,276.72565,272.89551,259.40125,257.31204,255.49884,263.06152,265.2991,262.77271,271.4993,257.74356,260.56299,270.67874,269.56598,263.90378,261.88806,275.63803,268.97354,259.22147,262.36606,257.55698,272.8038,270.96439,272.21063,262.6709,262.08154,272.06317,279.93237,273.45404,279.54025,262.25546,270.65131,275.16556,273.36319,264.78873,268.32523,271.58038,273.21509,272.02594,271.83923,269.66074,271.2244,253.51952,270.76541,257.59183,252.37621,269.38791,267.28214,278.44174,261.17468,271.19641,273.00757,274.97894,253.81474,276.70761,265.39557,257.11801,272.30038,277.47668,274.26077,261.60495,276.23047,260.0527,278.18909,260.97372,260.42688,260.08414,256.04764,269.25473,269.83231,273.37042,258.19867,268.87497,279.66327,276.53415,269.96188,255.43457,263.89648,276.24121,272.19855,266.04294,274.86703,278.24448,267.41327,272.80234,254.93295,257.20221,267.2655,273.04724,266.09879,272.30524,268.35046,256.61188,275.83817,279.56335,268.64639,268.45865,261.76709,255.45549,272.28336,265.1543,278.89316,266.52084,257.48218,274.77747,262.32828,263.98779,276.32501,262.77414,270.24075,257.36182,257.09415,252.48883,270.93018,271.98541,260.8602,250.67819,272.26331,249.79015,272.65927,265.49594,260.70389,271.00998,259.10461,270.16931,275.92065,262.11884,277.10233,262.51599,273.68469,265.86313,258.84161,273.13599,255.9247,259.70303,263.26797,258.65558,251.29147,267.19916,254.83394,253.23473,276.63062,265.89236,269.42566,266.19708,273.63477,257.53412,261.15225,271.08713,268.35803,268.76498,269.33124,267.47766,270.11377,256.58105,258.26224,272.58316,258.97882,268.29663,269.12732,250.93492,256.27502,260.17691,269.25955,273.67603,256.53229,270.24222,267.4632,256.7829,266.95428,252.83183,263.34354,257.76129,259.72311,254.78427,269.04419,276.37067,261.97202,269.70877,273.50476,255.60468,271.94995,272.58206,271.49536,252.49831
